,Protein,Abundance,Sample,ID
4907,Histone H1.4 ,1,MB,P10412
4908,Histone H2A type 2-B ,1,MB,Q8IUE6
4909,Heat shock protein 75 kDa  mitochondrial ,1,MB,Q12931
4910,Filaggrin-2 ,1,MB,Q5D862
4911,Alpha-enolase ,1,MB,P06733
4912,Lysozyme C ,1,MB,P61626
4913,Histone H2B ,1,MB,P06899
4914,Histone H2B type 1-C/E/F/G/I ,1,MB,P62807
4915,Histone H2B type 1-D ,1,MB,P58876
4916,Histone H2B type 1-H ,1,MB,Q93079
4917,Histone H2B type 1-L ,1,MB,Q99880
4918,Histone H2B type 1-M ,1,MB,Q99879
4919,Histone H2B type 1-N ,1,MB,Q99877
4920,Histone H2B type 1-K ,1,MB,O60814
4921,Histone H2B type F-S ,1,MB,P57053
4922,Immunoglobulin kappa variable 3D-11 ,1,MB,A0A0A0MRZ8
4923,Apolipoprotein C-III ,1,MB,P02656
4924,Dermcidin ,1,MB,P81605
4925,Ubiquitin-60S ribosomal protein L40 ,1,MB,P62987
4926,Cofilin-2 ,1,MB,Q9Y281
4927,L-lactate dehydrogenase A chain ,1,MB,P00338
4928,C-reactive protein ,1,MB,P02741
4929,Hornerin ,1,MB,Q86YZ3
4930,Protein POF1B,1,MB,Q8WVV4
4931,Histone H3.1t ,1,MB,Q16695
4932,Histone H3.2 ,1,MB,Q71DI3
4933,60S ribosomal protein L7a ,1,MB,P62424
4934,BRI3-binding protein ,1,MB,Q8WY22
4935,Heterogeneous nuclear ribonucleoprotein C-like 2 ,1,MB,B2RXH8
4936,Ubiquitin-40S ribosomal protein S27a ,1,MB,P62979
4937,Apolipoprotein(a) ,1,MB,P02647
4938,60 kDa heat shock protein  mitochondrial ,1,MB,P10809
4939,Histone H2AX ,1,MB,P16104
4940,Histone H2A type 1-D ,1,MB,P20671
4941,Histone H2A type 1 ,1,MB,Q99878
4942,Beta-actin-like protein 2 ,1,MB,Q562R1
4943,Histone H2A type 1-H ,1,MB,Q96KK5
4944,Histone H2A type 2-A ,1,MB,Q6FI13
4945,Histone H2A type 2-C ,1,MB,Q16777
4946,Histone H2A type 1-C ,1,MB,Q93077
4947,Histone H2A.J ,1,MB,Q9BTM1
4948,Histone H2A type 3 ,1,MB,Q7L7L0
4949,Peptidyl-prolyl cis-trans isomerase ,1,MB,Q5VVH2
4950,Peptidyl-prolyl cis-trans isomerase A ,1,MB,P62937
4951,Histone H2A type 1-A ,1,MB,Q96QV6
4952,Immunoglobulin heavy variable 3-64D ,1,MB,A0A0J9YX35
4953,Heterogeneous nuclear ribonucleoprotein C-like 4 ,1,MB,P0DMR1
4954,Desmoglein-1 ,1,MB,Q02413
4955,Lipocalin-1 ,1,MB,Q5VSP4
4956,Galectin-7 ,1,MB,P47929
4957,Proteasome subunit alpha type ,1,MB,Q8TAA3
4958,Plastin-2 ,1,MB,P13796
4959,T-complex protein 1 subunit delta ,1,MB,P50991
4960,Elongation factor 1-gamma ,1,MB,P26641
4961,HCG2029799 ,1,MB,Q5TEH5
4962,ATPase family AAA domain-containing protein 2B ,1,MB,Q9ULI0
4963,Nucleoprotein TPR ,1,MB,P12270
4964,Peroxiredoxin-1 ,1,MB,Q06830
4965,60S ribosomal protein L6 ,1,MB,Q02878
4966,Heterogeneous nuclear ribonucleoprotein C-like 1 ,1,MB,O60812
4967,Heterogeneous nuclear ribonucleoprotein C-like 3 ,1,MB,B7ZW38
4968,Probable non-functional immunoglobulin heavy variable 3-16 ,1,MB,A0A0C4DH30
4969,Triosephosphate isomerase ,1,MB,P60174
4970,60S ribosomal protein L11 ,1,MB,P62913
4971,Plakophilin-1 ,1,MB,Q13835
4972,Sarcosine dehydrogenase  mitochondrial ,1,MB,Q9UL12
4973,Proteasome subunit alpha type-6 ,1,MB,P60900
4974,60S ribosomal protein L7 ,1,MB,P18124
4975,Immunoglobulin heavy variable 3-48 ,0,MB,P01763
4976,Apolipoprotein A-IV ,1,MB,P06727
4977,Catalase ,1,MB,P04040
4978,Peroxiredoxin-2 ,1,MB,P32119
4979,Elongation factor 2 ,1,MB,P13639
4980,Immunoglobulin heavy variable 5-10-1 ,1,MB,A0A0J9YXX1
4981,ELAV-like protein 1 ,1,MB,Q15717
4982,Immunoglobulin heavy variable 3-30-5 ,1,MB,P0DP03
4983,40S ribosomal protein S21 ,0,MB,P63220
4984,40S ribosomal protein S25 ,0,MB,P62851
4985,40S ribosomal protein S6 ,0,MB,P62753
4986,Alpha-amylase 2B ,0,MB,P19961
4987,Aspartate aminotransferase  cytoplasmic ,0,MB,P17174
4988,ATP synthase F(0) complex subunit C3  mitochondrial ,0,MB,P48201
4989,C4b-binding protein beta chain ,0,MB,P20851
4990,Calpain-1 catalytic subunit ,0,MB,P07384
4991,Coiled-coil domain-containing protein 174 ,0,MB,Q6PII3
4992,Cytosolic 5'-nucleotidase 3A ,0,MB,Q9H0P0
4993,Disco-interacting protein 2 homolog B ,0,MB,Q9P265
4994,DNA repair protein REV1 ,0,MB,Q9UBZ9
4995,Double-stranded RNA-specific editase 1 ,0,MB,P78563
4996,Dual specificity protein phosphatase CDC14A ,0,MB,Q9UNH5
4997,Filamin-C ,0,MB,Q14315
4998,Glucosylceramide transporter ABCA12 ,0,MB,Q86UK0
4999,Heat shock 70kDa protein 9B (Mortalin-2) ,0,MB,H0Y8K0
5000,Kinesin-like protein KIF21A ,0,MB,Q7Z4S6
5001,MICAL-like protein 1 ,0,MB,Q8N3F8
5002,Myosin-9 ,0,MB,P35579
5003,Nephrocystin-4 ,0,MB,O75161
5004,Non-histone chromosomal protein HMG-17 ,0,MB,P05204
5005,Partitioning defective 3 homolog ,0,MB,Q8TEW0
5006,PAX-interacting protein 1 ,0,MB,Q6ZW49
5007,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein ,0,MB,Q8TCU6
5008,Protein FAM83G ,0,MB,A6ND36
5009,Protein phosphatase 1 regulatory inhibitor subunit 16B ,0,MB,Q96T49
5010,Serpin B12 ,0,MB,Q96P63
5011,SKI/DACH domain-containing protein 1 ,0,MB,Q1XH10
5012,Small ubiquitin-related modifier 2 ,0,MB,P61956
5013,Transketolase ,0,MB,P51854
5014,Transthyretin ,0,MB,P02766
5015,Tryptophan--tRNA ligase  ,0,MB,Q9UGM6
5016,Tyrosine-protein kinase ABL1 ,0,MB,P00519
5017,Tyrosine-protein kinase ABL2 ,0,MB,P42684
5018,Zinc finger protein 445 ,0,MB,P59923
5019,Zinc finger protein castor homolog 1 ,0,MB,Q86V15
5020,Adapter SH3BGRL ,0,MB,O75368
5021,ATP-binding cassette sub-family F member 1 ,0,MB,Q8NE71
5022,Clathrin heavy chain 2 ,0,MB,P53675
5023,Cohesin subunit SA-3 ,0,MB,Q9UJ98
5024,Histone H2B type 1-A ,0,MB,Q96A08
5025,Histone H2B type 2-K1 ,0,MB,A0A2R8Y619
5026,Midasin ,0,MB,Q9NU22
5027,POTE ankyrin domain family member F,0,MB,A5A3E0
5028,Phosphate carrier protein  mitochondrial ,0,MB,Q00325
5029,Protein Shroom2 ,0,MB,Q13796
5030,Protein-glutamine gamma-glutamyltransferase K ,0,MB,P22735
5031,Pyruvate kinase PKM ,0,MB,P14618
5032,Small proline-rich protein 2G ,0,MB,Q9BYE4
5033,Small ubiquitin-related modifier 3 ,0,MB,P55854
5034,Suprabasin ,0,MB,Q6UWP8
5035,Syndetin ,0,MB,Q96JG6
5036,Tubulin alpha-3D chain ,0,MB,P0DPH8
5037,Ubiquitin carboxyl-terminal hydrolase 32 ,0,MB,Q8NFA0
5038,Vesicle-fusing ATPase ,0,MB,P46459
5039,Vimentin ,0,MB,P08670
5040,Alpha-fetoprotein ,0,MB,P02771
5041,Coagulation factor X ,0,MB,P00742
5042,Immunoglobulin lambda variable 9-49 ,0,MB,A0A0B4J1Y8
5043,10 kDa heat shock protein  mitochondrial ,0,MB,P61604
5044,Adenosylhomocysteinase ,0,MB,P23526
5045,Diphosphoinositol polyphosphate phosphohydrolase 2 ,0,MB,Q9NZJ9
5046,Dynein axonemal heavy chain 1 ,0,MB,Q9P2D7
5047,GTP-binding nuclear protein Ran ,0,MB,P62826
5048,HCG40295 ,0,MB,F6WE04
5049,Heat shock 70 kDa protein 6 ,0,MB,P17066
5050,Histone acetyltransferase KAT6B ,0,MB,Q8WYB5
5051,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial ,0,MB,P50213
5052,Isocitrate dehydrogenase [NADP] cytoplasmic ,0,MB,O75874
5053,Nebulin ,0,MB,P20929
5054,Prohibitin ,0,MB,P35232
5055,Protein disulfide-isomerase A3 ,0,MB,P30101
5056,Protein FAM135A ,0,MB,Q9P2D6
5057,Ras-related protein Rab-5A ,0,MB,P20339
5058,Talin-2 ,0,MB,Q9Y4G6
5059,C1q domain-containing protein,0,MB,Q6IMN6
5060,Retinol-binding protein 4 ,0,MB,P02753
5061,IgGFc-binding protein ,0,MB,Q9Y6R7
5062,Glial fibrillary acidic protein  ,0,MB,P14136
5063,HAUS augmin-like complex subunit 3 ,0,MB,Q68CZ6
5064,Heat shock 70 kDa protein 1A ,0,MB,P0DMV8
5065,Histone H2B type 3-B ,0,MB,Q8N257
5066,Immunoglobulin lambda variable 1-44 ,0,MB,P01699
5067,Interleukin-1 receptor accessory protein ,0,MB,Q9NZN1
5068,Protein S100-A7 ,0,MB,P31151
5069,Tumor protein D52 ,0,MB,P55327
5070,Zinc finger MYND domain-containing protein 11 ,0,MB,Q15326
5071,Aspartate aminotransferase  mitochondrial ,0,MB,P00505
5072,ATP synthase F(0) complex subunit C1  mitochondrial ,0,MB,P05496
5073,ATP synthase F(0) complex subunit C2  mitochondrial ,0,MB,Q06055
5074,ATP-binding cassette sub-family G member 4 ,0,MB,Q9H172
5075,Chondroitin sulfate synthase 3 ,0,MB,Q70JA7
5076,Fibrinogen beta chain ,0,MB,P02675
5077,Fructose-bisphosphate aldolase A ,0,MB,P04075
5078,Gamma-enolase ,0,MB,P09104
5079,Histone H2B type 1-B ,0,MB,P33778
5080,Histone H2B type 2-E ,0,MB,Q16778
5081,Immunoglobulin heavy variable 2-70D ,0,MB,A0A0C4DH43
5082,Immunoglobulin kappa joining 1 ,0,MB,A0A0A0MT89
5083,Microtubule-associated serine/threonine-protein kinase 3 ,0,MB,O60307
5084,POTE ankyrin domain family member I,0,MB,P0CG38
5085,Ras-related protein Rab-5C ,0,MB,P51148
5086,S-adenosylmethionine synthase ,0,MB,P31153
5087,Serine/arginine-rich splicing factor 3 ,0,MB,P84103
5088,Small nuclear ribonucleoprotein Sm D3 ,0,MB,P62318
5089,T-complex protein 1 subunit theta ,0,MB,Q96SF2
5090,Calmodulin-like protein 5 ,0,MB,Q9NZT1
5091,Chloride intracellular channel protein 1 ,0,MB,O00299
5092,Inactive pancreatic lipase-related protein 1 ,0,MB,P54315
5093,Methyl-CpG-binding domain protein 5 ,0,MB,Q9P267
5094,Myelin expression factor 2 ,0,MB,Q9P2K5
5095,Proline-rich protein 36 ,0,MB,Q9H6K5
5096,RPL22 ,0,MB,P35268
5097,Tubulin beta-4B chain ,0,MB,P68371
5098,Ubiquitin-protein ligase E3B ,0,MB,Q7Z3V4
5099,Bridge-like lipid transfer protein family member 2  ,0,MB,Q14667
5100,Dynein regulatory complex protein 10 ,0,MB,Q96DY2
5101,Fructose-bisphosphate aldolase ,0,MB,P05062
5102,Glutamine synthetase ,0,MB,P15104
5103,Hypoxia-inducible factor 3-alpha ,0,MB,Q9Y2N7
5104,Polyadenylate-binding protein ,0,MB,Q4VXU2
5105,Pyruvate kinase ,0,MB,P30613
5106,Ras-related protein Rab-5B ,0,MB,P61020
5107,26S proteasome regulatory subunit 4 ,0,MB,P62191
5108,Aconitate hydratase  mitochondrial ,0,MB,Q99798
5109,Hemoglobin subunit beta ,0,MB,P68871
5110,MAP kinase-activating death domain protein ,0,MB,Q8WXG6
5111,Myosin light polypeptide 6 ,0,MB,P60660
5112,Prolactin-inducible protein ,0,MB,P12273
5113,Rho family-interacting cell polarization regulator 1 ,0,MB,Q6ZS17
5114,Ribosome biogenesis protein SPATA5 ,0,MB,Q8NB90
5115,Serpin B3 ,0,MB,P29508
5116,Tubby protein homolog ,0,MB,P50607
5117,Uncharacterized protein KIAA0825 ,0,MB,Q8IV33
5118,Zymogen granule protein 16 homolog B ,0,MB,Q96DA0
5119,Four and a half LIM domains protein 1  ,0,MB,Q13642
5120,Immunoglobulin heavy variable 2-70 ,0,MB,P01814
5121,Mucin-19 ,0,MB,Q7Z5P9
5122,Perilipin-3 ,0,MB,O60664
5123,Proline-serine-threonine phosphatase-interacting protein 2 ,0,MB,Q9H939
5124,Acyl-coenzyme A thioesterase 8 ,0,MB,O14734
5125,Cystatin-B ,0,MB,P04080
5126,Moesin ,0,MB,P26038
5127,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha ,0,MB,O00443
5128,Tubby-like protein ,0,MB,O00294
5129,Apolipoprotein C-II ,0,MB,P02655
5130,Beta-enolase ,0,MB,P13929
5131,Citrate synthase  ,0,MB,O75390
5132,Ezrin ,0,MB,P15311
5133,Nesprin-2 ,0,MB,Q8WXH0
5134,Protein unc-80 homolog ,0,MB,Q8N2C7
5135,Protocadherin Fat 4 ,0,MB,Q6V0I7
5136,Retroviral-like aspartic protease 1 ,0,MB,Q53RT3
5137,Tryptophan--tRNA ligase  cytoplasmic ,0,MB,P23381
5138,Extracellular matrix protein 1 ,0,MB,Q16610
5139,EH domain-binding protein 1-like protein 1 ,0,MB,Q8N3D4
5140,FERM and PDZ domain-containing protein 1 ,0,MB,Q5SYB0
5141,Sulfhydryl oxidase 1 ,0,MB,O00391
5142,Collagen alpha-2(XI) chain ,0,MB,P13942
5143,Glycine--tRNA ligase ,0,MB,P41250
5144,Protein SON,0,MB,P18583
5145,TSC22 domain family protein 2 ,0,MB,O75157
5146,Tubulin beta-8 chain ,0,MB,Q3ZCM7
5147,Stress-70 protein  mitochondrial ,0,MB,P38646
5148,Dedicator of cytokinesis protein 1 ,0,MB,Q14185
5149,Immunoglobulin heavy variable 3-73 ,0,MB,A0A0B4J1V6
5150,Immunoglobulin heavy variable 3-64 ,0,MB,A0A075B6Q5
5151,Proline/serine-rich coiled-coil protein 1 ,0,MB,Q6PGN9
5152,SERPIN domain-containing protein  ,0,MB,A8MTL9
5153,Deleted in malignant brain tumors 1 protein ,0,MB,Q9UGM3
5154,Immunoglobulin lambda variable 1-40 ,0,MB,P01703
5155,NCK-interacting protein with SH3 domain ,0,MB,Q9NZQ3
5156,Submaxillary gland androgen-regulated protein 3B ,0,MB,P02814
5157,T-complex protein 1 subunit gamma ,0,MB,P49368
5158,Clathrin coat assembly protein AP180 ,0,MB,O60641
5159,78 kDa glucose-regulated protein ,0,MB,P11021
5160,Bleomycin hydrolase ,0,MB,Q13867
5161,Immunoglobulin kappa variable 3D-15 ,0,MB,A0A087WSY6
5162,Protein S100-A9 ,0,MB,P06702
5163,Ras-related protein Rab-7a ,0,MB,P51149
5164,DNA replication licensing factor MCM4 ,0,MB,P33991
5165,Fibrinogen alpha chain ,0,MB,P02671
5166,Protein S100-A8 ,0,MB,P05109
5167,Fermitin family homolog 3 ,0,MB,Q86UX7
5168,Fibrinogen gamma chain ,0,MB,P02679
5169,26S proteasome regulatory subunit 8 ,0,MB,P62195
5170,Propionyl-CoA carboxylase beta chain  mitochondrial ,0,MB,P05166
5171,Immunoglobulin kappa variable 6-21 ,0,MB,A0A0C4DH24
5172,14-3-3 protein zeta/delta ,0,MB,P63104
5173,Immunoglobulin lambda variable 3-19 ,0,MB,P01714
5174,POTE ankyrin domain family member E,0,MB,Q6S8J3
5175,Putative beta-actin-like protein 3 ,0,MB,Q9BYX7
5176,Protein disulfide-isomerase ,0,MB,Q14554
5177,Phosphoglycerate kinase 1 ,0,MB,P00558
5178,Talin-1 ,0,MB,Q9Y490
5179,Tetratricopeptide repeat protein 39A ,0,MB,Q5SRH9
5180,Complement component C8 gamma chain ,0,MB,P07360
5181,Profilin-1 ,0,MB,P07737
5182,Hemicentin-2 ,0,MB,Q8NDA2
5183,Eukaryotic initiation factor 4A-I ,0,MB,P60842
5184,Glutathione peroxidase 3 ,0,MB,P22352
5185,RNA helicase ,0,MB,Q14562
5186,Glutathione S-transferase ,0,MB,O15217
5187,Glutathione S-transferase P ,0,MB,P09211
5188,GTP-binding protein SAR1a ,0,MB,Q9NR31
5189,14-3-3 protein sigma ,0,MB,P31947
5190,60S ribosomal protein L22 ,0,MB,Q6P5R6
5191,ATP-binding cassette sub-family B member 5 ,0,MB,Q2M3G0
5192,Phosphatidylcholine translocator ABCB4 ,0,MB,P21439
5193,40S ribosomal protein S8 ,0,MB,P62241
5194,GTP-binding protein SAR1b ,0,MB,Q9Y6B6
5195,Heterogeneous nuclear ribonucleoprotein A1 ,0,MB,A0A2R8Y4L2
5196,Tubulin beta-4A chain ,0,MB,P04350
5197,Immunoglobulin kappa variable 1-9 ,0,MB,A0A0C4DH69
5198,Dystonin ,0,MB,Q03001
5199,Radixin ,0,MB,P35241
5200,BPI fold-containing family B member 1 ,0,MB,Q8TDL5
5201,Properdin ,0,MB,P27918
5202,Eukaryotic initiation factor 4A-II ,0,MB,Q14240
5203,Probable non-functional immunoglobulin heavy variable 3-35 ,1,MB,A0A0C4DH35
5204,Immunoglobulin heavy variable 4-31 ,0,MB,P0DP07
5205,Immunoglobulin heavy variable 4-30-2 ,0,MB,A0A087WSY4
5206,Elongation factor 1-delta ,0,MB,P29692
5207,Sushi domain-containing protein,0,MB,Q6UWL2
5208,Immunoglobulin kappa variable 1D-12 ,0,MB,P01611
5209,Immunoglobulin heavy variable 4-59 ,0,MB,P01825
5210,Immunoglobulin heavy variable 4-34 ,0,MB,P06331
5211,Immunoglobulin heavy variable 4-61 ,0,MB,A0A0C4DH41
5212,TAR DNA-binding protein 43 ,0,MB,Q13148
5213,Immunoglobulin heavy variable 3-53 ,0,MB,P01767
5214,Immunoglobulin heavy variable 4-30-4 ,0,MB,P0DP06
5215,ATP synthase subunit beta  mitochondrial ,0,MB,P06576
5216,Immunoglobulin heavy variable 3-66 ,0,MB,A0A0C4DH42
5217,Immunoglobulin kappa variable 1-12 ,0,MB,A0A0C4DH73
5218,Immunoglobulin lambda variable 3-9 ,0,MB,A0A075B6K5
5219,Immunoglobulin heavy variable 3-11 ,0,MB,P01762
5220,Heat shock protein beta-1 ,0,MB,P04792
5221,Immunoglobulin kappa variable 2-28 ,0,MB,A0A075B6P5
5222,Immunoglobulin kappa variable 2D-26 ,0,MB,A0A0A0MRZ7
5223,Immunoglobulin kappa variable 2D-28 ,0,MB,P01615
5224,Immunoglobulin lambda constant 6 ,0,MB,P0CF74
5225,Immunoglobulin lambda variable 3-25 ,1,MB,P01717
5226,Immunoglobulin heavy variable 2-26 ,0,MB,A0A0B4J1V2
5227,Immunoglobulin lambda variable 8-61 ,0,MB,A0A075B6I0
5228,Leucine-rich alpha-2-glycoprotein ,0,MB,P02750
5229,Cholesteryl ester transfer protein ,0,MB,P11597
5230,Immunoglobulin kappa variable 6D-21 ,0,MB,A0A0A0MT36
5231,Immunoglobulin lambda variable 2-18 ,0,MB,A0A075B6J9
5232,Immunoglobulin heavy variable 4-28 ,0,MB,A0A0C4DH34
5233,Immunoglobulin lambda variable 6-57 ,0,MB,P01721
5234,SH3 and multiple ankyrin repeat domains protein 1 ,0,MB,Q9Y566
5235,Apolipoprotein M ,0,MB,O95445
5236,Adiponectin ,0,MB,Q86V24
5237,Immunoglobulin heavy variable 1-24 ,0,MB,A0A0C4DH33
5238,Uncharacterized protein ZSWIM9 ,0,MB,Q86XI8
5239,Apolipoprotein A-II ,0,MB,P02652
5240,Alpha-1-acid glycoprotein 2 ,0,MB,P19652
5241,Immunoglobulin kappa variable 2-24 ,0,MB,A0A0C4DH68
5242,Complement factor D ,0,MB,P00746
5243,Immunoglobulin kappa variable 1D-16 ,0,MB,P01601
5244,Immunoglobulin heavy variable 7-4-1 ,0,MB,A0A0J9YVY3
5245,Beta-Ala-His dipeptidase ,0,MB,Q96KN2
5246,Coagulation factor XIII A chain ,0,MB,P00488
5247,Selenoprotein P ,0,MB,P49908
5248,Coagulation factor IX ,0,MB,P00740
5249,Transferrin receptor protein 1 ,0,MB,P02786
5250,Probable non-functional immunoglobulin kappa variable 2D-24 ,0,MB,A0A075B6R9
5251,Immunoglobulin lambda variable 1-51 ,0,MB,P01701
5252,Pigment epithelium-derived factor ,0,MB,P36955
5253,Immunoglobulin kappa variable 1-17 ,0,MB,P01599
5254,Complement C1q subcomponent subunit C ,1,MB,P02747
5255,Galectin-3-binding protein ,0,MB,A6NE02
5256,Immunoglobulin kappa variable 2D-30 ,0,MB,A0A075B6S6
5257,Immunoglobulin kappa variable 2D-29 ,0,MB,A0A075B6S2
5258,Immunoglobulin kappa variable 2-29 ,0,MB,A2NJV5
5259,Immunoglobulin kappa variable 1D-33 ,1,MB,P01593
5260,Immunoglobulin kappa variable 1-33 ,1,MB,P01594
5261,Immunoglobulin kappa variable 1D-8 ,0,MB,A0A087WSZ0
5262,Coagulation factor XIII B chain ,0,MB,P05160
5263,Immunoglobulin kappa variable 1-5 ,0,MB,P01602
5264,Immunoglobulin kappa variable 2-30 ,0,MB,P06310
5265,Immunoglobulin kappa variable 1-13 ,0,MB,P0DP09
5266,Immunoglobulin kappa variable 1D-13 ,0,MB,A0A0B4J2D9
5267,Complement C1s subcomponent ,1,MB,P09871
5268,Complement C1q subcomponent subunit A ,0,MB,P02745
5269,Immunoglobulin heavy variable 3-20 ,0,MB,A0A0C4DH32
5270,Immunoglobulin lambda-like polypeptide 1 ,0,MB,P15814
5271,Alpha-1-acid glycoprotein 1 ,0,MB,P02763
5272,Complement component C7 ,0,MB,P10643
5273,Immunoglobulin kappa variable 2-40 ,0,MB,A0A087WW87
5274,Immunoglobulin kappa variable 2D-40 ,0,MB,P01614
5275,Complement C1r subcomponent-like protein ,0,MB,Q9NZP8
5276,Fibulin-1 ,0,MB,P23142
5277,Protein AMBP ,0,MB,P02760
5278,Zinc-alpha-2-glycoprotein ,0,MB,P25311
5279,Immunoglobulin heavy variable 3-74 ,0,MB,A0A0B4J1X5
5280,Ficolin-3 ,0,MB,O75636
5281,Probable non-functional immunoglobulin kappa variable 3-7 ,1,MB,A0A075B6H7
5282,Immunoglobulin heavy variable 3-43D ,0,MB,P0DP04
5283,Complement C2 ,0,MB,P06681
5284,Complement factor H-related protein 2 ,0,MB,P36980
5285,Corticosteroid-binding globulin ,0,MB,P08185
5286,Immunoglobulin heavy variable 3-30-3 ,1,MB,P0DP02
5287,Serum paraoxonase/arylesterase 1 ,0,MB,P27169
5288,Immunoglobulin heavy variable 3-33 ,1,MB,P01772
5289,Immunoglobulin heavy variable 3-21 ,0,MB,A0A0B4J1V1
5290,Lumican ,0,MB,P51884
5291,Coagulation factor XII ,0,MB,P00748
5292,Immunoglobulin heavy variable 3-72 ,1,MB,A0A0B4J1Y9
5293,Thyroxine-binding globulin ,0,MB,P05543
5294,Inter-alpha-trypsin inhibitor heavy chain H2 ,1,MB,P19823
5295,Complement factor I ,0,MB,P05156
5296,Alpha-2-antiplasmin ,0,MB,P08697
5297,Plasma protease C1 inhibitor ,0,MB,P05155
5298,Vitamin K-dependent protein S ,0,MB,P07225
5299,Collagen alpha-1(XII) chain ,0,MB,Q99715
5300,Immunoglobulin lambda constant 7 ,0,MB,A0M8Q6
5301,ITIH4 protein ,1,MB,Q14624
5302,Alpha-1-antichymotrypsin ,1,MB,P01011
5303,Hemopexin ,1,MB,P02790
5304,Complement C4-B ,1,MB,P0C0L5
5305,Alpha-1-antitrypsin ,1,MB,P20848
5306,Immunoglobulin heavy constant gamma 1 ,1,MB,P01857
5307,Thrombospondin-1 ,0,MB,P07996
5308,Apolipoprotein F ,0,MB,Q13790
5309,Immunoglobulin heavy variable 1-3 ,0,MB,A0A0C4DH29
5310,Apolipoprotein B-100 ,1,MB,P04114
5311,Plasma serine protease inhibitor ,0,MB,P05154
5312,Immunoglobulin J chain ,1,MB,P01591
5313,Apolipoprotein L1 ,0,MB,O14791
5314,Phosphatidylcholine-sterol acyltransferase ,0,MB,P04180
5315,Protein Z-dependent protease inhibitor ,0,MB,Q9UK55
5316,Complement component C9 ,1,MB,P02748
5317,Immunoglobulin heavy variable 3-7 ,1,MB,P01780
5318,CD5 antigen-like ,0,MB,O43866
5319,Immunoglobulin lambda variable 3-10 ,1,MB,A0A075B6K4
5320,Probable non-functional immunoglobulinn kappa variable 1D-37 ,0,MB,P0DSN7
5321,Probable non-functional immunoglobulinn kappa variable 1-37 ,0,MB,A0A075B6S9
5322,Fetuin-B ,0,MB,Q9UGM5
5323,Immunoglobulin heavy variable 1-8 ,0,MB,P0DP01
5324,Carboxypeptidase B2 ,0,MB,Q96IY4
5325,Phospholipid transfer protein ,0,MB,P55058
5326,Immunoglobulin kappa variable 3-20 ,1,MB,P01619
5327,Immunoglobulin heavy variable 1-46 ,0,MB,P01743
5328,Haptoglobin ,1,MB,P00738
5329,Immunoglobulin heavy variable 1-2 ,0,MB,P23083
5330,Immunoglobulin heavy variable 1-69D ,0,MB,A0A0B4J2H0
5331,Immunoglobulin kappa variable 1-6 ,0,MB,A0A0C4DH72
5332,Gelsolin ,1,MB,P06396
5333,Serum amyloid P-component ,1,MB,P02743
5334,Immunoglobulin kappa variable 3-11 ,1,MB,P04433
5335,Lipopolysaccharide-binding protein ,0,MB,P18428
5336,Immunoglobulin lambda variable 3-27 ,1,MB,P01718
5337,Immunoglobulin heavy variable 1-69-2 ,1,MB,A0A0G2JMI3
5338,Immunoglobulin heavy variable 1-18 ,0,MB,A0A0C4DH31
5339,Beta-2-glycoprotein 1 ,1,MB,P02749
5340,Immunoglobulin kappa variable 1-39 ,0,MB,P01597
5341,Immunoglobulin kappa variable 1D-39 ,0,MB,P04432
5342,Vitronectin ,1,MB,P04004
5343,Kininogen-1 ,0,MB,P01042
5344,Hepatocyte growth factor activator ,0,MB,Q04756
5345,Immunoglobulin heavy variable 3-23 ,0,MB,P01764
5346,Hyaluronan-binding protein 2 ,0,MB,Q14520
5347,Immunoglobulin heavy constant alpha 1 ,1,MB,P01876
5348,Plasma kallikrein ,0,MB,P03952
5349,Complement C1r subcomponent ,0,MB,P00736
5350,Angiotensinogen ,1,MB,P01019
5351,Alpha-2-HS-glycoprotein ,0,MB,P02765
5352,Complement component C6 ,0,MB,P13671
5353,Immunoglobulin kappa variable 3D-20 ,1,MB,A0A0C4DH25
5354,Immunoglobulin heavy constant mu ,1,MB,P01871
5355,Immunoglobulin heavy variable 3-15 ,0,MB,A0A0B4J1V0
5356,Immunoglobulin kappa variable 1-27 ,0,MB,A0A075B6S5
5357,C4b-binding protein alpha chain ,0,MB,P04003
5358,Plasminogen ,1,MB,Q15195
5359,Immunoglobulin kappa variable 1-8 ,0,MB,A0A0C4DH67
5360,Carboxypeptidase N subunit 2 ,0,MB,P22792
5361,Immunoglobulin lambda variable 1-47 ,0,MB,P01700
5362,Immunoglobulin kappa variable 1-16 ,0,MB,P04430
5363,Complement factor B ,1,MB,P00751
5364,Fibronectin ,1,MB,Q9H6D8
5365,Immunoglobulin lambda constant 3 ,1,MB,P0DOY3
5366,Immunoglobulin heavy variable 4-38-2 ,0,MB,P0DP08
5367,Immunoglobulin heavy variable 3-9 ,0,MB,P01782
5368,Immunoglobulin kappa variable 3D-7 ,1,MB,A0A0C4DH55
5369,Immunoglobulin heavy variable 4-4 ,0,MB,A0A075B6R2
5370,Prothrombin ,0,MB,P00734
5371,Kallistatin ,0,MB,P29622
5372,Complement component C8 beta chain ,0,MB,P07358
5373,Apolipoprotein D ,1,MB,P05090
5374,Immunoglobulin lambda constant 2 ,1,MB,P0DOY2
