,Protein,Abundance,Sample
5600,Complement C1q subcomponent subunit A ,0,MB
5601,Immunoglobulin heavy variable 3-20 ,0,MB
5602,Immunoglobulin lambda-like polypeptide 1 ,0,MB
5603,Alpha-1-acid glycoprotein 1 ,0,MB
5604,Complement component C7 ,0,MB
5605,Immunoglobulin kappa variable 2-40 ,0,MB
5606,Immunoglobulin kappa variable 2D-40 ,0,MB
5607,Complement C1r subcomponent-like protein ,0,MB
5608,Fibulin-1 ,0,MB
5609,Protein AMBP ,0,MB
5610,Zinc-alpha-2-glycoprotein ,0,MB
5611,Immunoglobulin heavy variable 3-74 ,0,MB
5612,Ficolin-3 ,0,MB
5613,Probable non-functional immunoglobulin kappa variable 3-7 ,1,MB
5614,Immunoglobulin heavy variable 3-43D ,0,MB
5615,C3/C5 convertase ,0,MB
5616,Complement C2 ,0,MB
5617,Complement factor H-related protein 2 ,0,MB
5618,Corticosteroid-binding globulin ,0,MB
5619,Immunoglobulin heavy variable 3-30-3 ,0,MB
5620,Serum paraoxonase/arylesterase 1 ,0,MB
5621,Immunoglobulin heavy variable 3-33 ,0,MB
5622,Immunoglobulin heavy variable 3-21 ,0,MB
5623,Lumican ,0,MB
5624,Coagulation factor XII ,0,MB
5625,Immunoglobulin heavy variable 3-72 ,0,MB
5626,Thyroxine-binding globulin ,0,MB
5627,Inter-alpha-trypsin inhibitor heavy chain H2 ,1,MB
5628,Complement factor I ,0,MB
5629,Alpha-2-antiplasmin ,0,MB
5630,Plasma protease C1 inhibitor ,0,MB
5631,Vitamin K-dependent protein S ,0,MB
5632,Collagen alpha-1(XII) chain ,0,MB
5633,Immunoglobulin lambda constant 7 ,0,MB
5634,ITIH4 protein ,0,MB
5635,Alpha-1-antichymotrypsin ,0,MB
5636,Hemopexin ,0,MB
5637,Complement C4-B ,1,MB
5638,Inter-alpha-trypsin inhibitor heavy chain H4 ,0,MB
5639,Alpha-1-antitrypsin ,1,MB
5640,Immunoglobulin heavy constant gamma 1 ,0,MB
5641,Thrombospondin-1 ,0,MB
5642,Apolipoprotein F ,0,MB
5643,Immunoglobulin heavy variable 1-3 ,0,MB
5644,Apolipoprotein A-I ,0,MB
5645,Apolipoprotein B-100 ,1,MB
5646,Plasma serine protease inhibitor ,0,MB
5647,Immunoglobulin J chain ,1,MB
5648,Apolipoprotein L1 ,0,MB
5649,Phosphatidylcholine-sterol acyltransferase ,0,MB
5650,Protein Z-dependent protease inhibitor ,0,MB
5651,Complement component C9 ,1,MB
5652,Immunoglobulin heavy variable 3-7 ,1,MB
5653,CD5 antigen-like ,0,MB
5654,Immunoglobulin lambda variable 3-10 ,1,MB
5655,Probable non-functional immunoglobulinn kappa variable 1D-37 ,0,MB
5656,Probable non-functional immunoglobulinn kappa variable 1-37 ,0,MB
5657,Fetuin-B ,0,MB
5658,Immunoglobulin heavy variable 1-8 ,0,MB
5659,Carboxypeptidase B2 ,0,MB
5660,Phospholipid transfer protein ,0,MB
5661,Immunoglobulin kappa variable 3-20 ,1,MB
5662,Immunoglobulin heavy variable 1-46 ,0,MB
5663,Haptoglobin ,0,MB
5664,Immunoglobulin heavy variable 1-2 ,0,MB
5665,Immunoglobulin heavy variable 1-69D ,0,MB
5666,Immunoglobulin kappa variable 1-6 ,0,MB
5667,Gelsolin ,1,MB
5668,Serum amyloid P-component ,1,MB
5669,Immunoglobulin heavy variable 3-49 ,0,MB
5670,Immunoglobulin kappa variable 3-11 ,1,MB
5671,Complement subcomponent C1r ,0,MB
5672,Lipopolysaccharide-binding protein ,0,MB
5673,Immunoglobulin lambda variable 3-27 ,1,MB
5674,Immunoglobulin heavy variable 1-69-2 ,1,MB
5675,Immunoglobulin heavy variable 1-18 ,0,MB
5676,Beta-2-glycoprotein 1 ,0,MB
5677,Immunoglobulin kappa variable 1-39 ,0,MB
5678,Immunoglobulin kappa variable 1D-39 ,0,MB
5679,Vitronectin ,1,MB
5680,Kininogen-1 ,0,MB
5681,Hepatocyte growth factor activator ,0,MB
5682,Immunoglobulin heavy variable 3-23 ,0,MB
5683,Hyaluronan-binding protein 2 ,0,MB
5684,Immunoglobulin heavy constant alpha 1 ,1,MB
5685,Plasma kallikrein ,0,MB
5686,Ig-like domain-containing protein  ,0,MB
5687,Complement C1r subcomponent ,0,MB
5688,Angiotensinogen ,1,MB
5689,Alpha-2-HS-glycoprotein ,0,MB
5690,Complement component C6 ,0,MB
5691,Immunoglobulin kappa variable 3D-20 ,1,MB
5692,Immunoglobulin heavy constant mu ,1,MB
5693,Immunoglobulin heavy variable 3-15 ,0,MB
5694,Immunoglobulin kappa variable 1-27 ,0,MB
5695,C4b-binding protein alpha chain ,0,MB
5696,Plasminogen ,1,MB
5697,Immunoglobulin kappa variable 1-8 ,0,MB
5698,Carboxypeptidase N subunit 2 ,0,MB
5699,Immunoglobulin lambda variable 1-47 ,0,MB
5700,Immunoglobulin kappa variable 1-16 ,0,MB
5701,Complement factor B ,1,MB
5702,Fibronectin ,0,MB
5703,Immunoglobulin lambda constant 3 ,1,MB
5704,Immunoglobulin heavy variable 4-38-2 ,0,MB
5705,Immunoglobulin heavy variable 3-9 ,0,MB
5706,Immunoglobulin kappa variable 3/,1,MB
5707,Immunoglobulin kappa variable 3D-7 ,1,MB
5708,Immunoglobulin heavy variable 4-4 ,0,MB
5709,Prothrombin ,0,MB
5710,Kallistatin ,0,MB
5711,Complement component C8 beta chain ,0,MB
5712,Apolipoprotein D ,0,MB
5713,Immunoglobulin lambda constant 2 ,1,MB
5714,Haptoglobin-related protein ,0,MB
5715,N-acetylmuramoyl-L-alanine amidase ,0,MB
5716,Immunoglobulin lambda variable 3-21 ,1,MB
5717,Antithrombin-III ,0,MB
5718,Heparin cofactor 2 ,0,MB
5719,Complement C3 ,0,MB
5720,Immunoglobulin heavy variable 4-39 ,0,MB
5721,Immunoglobulin heavy constant gamma 4 ,0,MB
5722,Immunoglobulin heavy constant alpha 2 ,1,MB
5723,Immunoglobulin heavy constant delta ,0,MB
5724,Ceruloplasmin ,0,MB
5725,Complement factor H ,0,MB
5726,Vitamin D-binding protein ,0,MB
5727,Alpha-1B-glycoprotein ,0,MB
5728,Complement C5 ,0,MB
5729,Insulin-like growth factor-binding protein complex acid labile subunit ,0,MB
5730,Immunoglobulin kappa variable 3-15 ,1,MB
5731,Immunoglobulin kappa constant ,1,MB
5732,Immunoglobulin lambda constant 1 ,1,MB
5733,Immunoglobulin lambda-like polypeptide 5 ,1,MB
5734,Immunoglobulin heavy constant gamma 3 ,0,MB
5735,Immunoglobulin heavy constant gamma 3  ,0,MB
5736,Complement C1q subcomponent subunit B ,0,MB
5737,Immunoglobulin heavy variable 3-13 ,0,MB
5738,Complement component C8 alpha chain ,0,MB
5739,Albumin ,0,MB
5740,Immunoglobulin heavy variable 3/,0,MB
5741,Inter-alpha-trypsin inhibitor heavy chain H1 ,0,MB
5742,Afamin ,0,MB
5743,Immunoglobulin kappa variable 4-1 ,0,MB
5744,Histidine-rich glycoprotein ,0,MB
5745,Immunoglobulin heavy variable 5-51 ,0,MB
5746,Immunoglobulin heavy constant gamma 2 ,0,MB
5747,Complement C4-A ,1,MB
5748,Serotransferrin ,0,MB
5749,Alpha-2-macroglobulin ,0,MB
5750,Clusterin ,1,tensegrity
5751,Apolipoprotein E ,1,tensegrity
5752,Actin  cytoplasmic 2 ,1,tensegrity
5753,Heat shock cognate 71 kDa protein ,1,tensegrity
5754,Annexin ,1,tensegrity
5755,Glyceraldehyde-3-phosphate dehydrogenase ,1,tensegrity
5756,Actin  cytoplasmic 1 ,0,tensegrity
5757,Heterogeneous nuclear ribonucleoproteins C1/C2 ,1,tensegrity
5758,Polyubiquitin-C ,1,tensegrity
5759,40S ribosomal protein SA ,1,tensegrity
5760,Tubulin alpha-1A chain ,1,tensegrity
5761,Tubulin alpha-1B chain ,1,tensegrity
5762,Cathepsin D ,1,tensegrity
5763,Corneodesmosin ,1,tensegrity
5764,Histone H2A ,1,tensegrity
5765,Desmoplakin ,1,tensegrity
5766,Histone H3 ,1,tensegrity
5767,Arginase-1 ,1,tensegrity
5768,Coagulation factor V ,1,tensegrity
5769,Heterogeneous nuclear ribonucleoprotein U ,1,tensegrity
5770,Heat shock protein HSP 90-alpha ,1,tensegrity
5771,Histone H1.2 ,1,tensegrity
5772,Tubulin alpha-1C chain ,1,tensegrity
5773,Tubulin alpha chain ,1,tensegrity
5774,Junction plakoglobin ,1,tensegrity
5775,Dipeptidyl peptidase 1 ,1,tensegrity
5776,Histone H2B type 2-F ,0,tensegrity
5777,Cofilin-1 ,1,tensegrity
5778,Polyubiquitin-B ,1,tensegrity
5779,ATP synthase subunit alpha  mitochondrial ,1,tensegrity
5780,Annexin A2 ,1,tensegrity
5781,Desmocollin-1 ,1,tensegrity
5782,Dermokine ,1,tensegrity
5783,Histone H4 ,1,tensegrity
5784,Peptidase A1 domain-containing protein ,1,tensegrity
5785,Histone H1.5 ,1,tensegrity
5786,Heat shock protein HSP 90-beta ,1,tensegrity
5787,Histone H3.3 ,1,tensegrity
5788,Tubulin beta chain ,1,tensegrity
5789,Histone H1.3 ,1,tensegrity
5790,Histone H1.4 ,1,tensegrity
5791,Histone H2A type 2-B ,1,tensegrity
5792,Heat shock protein 75 kDa  mitochondrial ,1,tensegrity
5793,Filaggrin-2 ,1,tensegrity
5794,Alpha-enolase ,1,tensegrity
5795,Lysozyme C ,1,tensegrity
5796,Histone H2B ,0,tensegrity
5797,Histone H2B type 1-C/E/F/G/I ,0,tensegrity
5798,Histone H2B type 1-D ,0,tensegrity
5799,Histone H2B type 1-H ,0,tensegrity
5800,Histone H2B type 1-L ,0,tensegrity
5801,Histone H2B type 1-M ,0,tensegrity
5802,Histone H2B type 1-N ,0,tensegrity
5803,Histone H2B type 1-K ,0,tensegrity
5804,Histone H2B type F-S ,0,tensegrity
5805,Immunoglobulin kappa variable 3D-11 ,1,tensegrity
5806,Apolipoprotein C-III ,1,tensegrity
5807,Dermcidin ,1,tensegrity
5808,Ubiquitin-60S ribosomal protein L40 ,1,tensegrity
5809,Cofilin-2 ,1,tensegrity
5810,L-lactate dehydrogenase A chain ,1,tensegrity
5811,C-reactive protein ,1,tensegrity
5812,Hornerin ,1,tensegrity
5813,Protein POF1B,1,tensegrity
5814,Phosphopyruvate hydratase ,1,tensegrity
5815,Histone H3.1 ,1,tensegrity
5816,Histone H3.1t ,1,tensegrity
5817,Histone H3.2 ,1,tensegrity
5818,60S ribosomal protein L7a ,1,tensegrity
5819,BRI3-binding protein ,1,tensegrity
5820,Heterogeneous nuclear ribonucleoprotein C-like 2 ,1,tensegrity
5821,Ubiquitin-40S ribosomal protein S27a ,1,tensegrity
5822,Apolipoprotein(a) ,1,tensegrity
5823,60 kDa heat shock protein  mitochondrial ,1,tensegrity
5824,Histone H2AX ,1,tensegrity
5825,Histone H2A type 1-D ,1,tensegrity
5826,Histone H2A type 1 ,1,tensegrity
5827,Histone H2A type 1-B/E ,1,tensegrity
5828,Beta-actin-like protein 2 ,1,tensegrity
5829,Histone H2A type 1-H ,1,tensegrity
5830,Histone H2A type 2-A ,1,tensegrity
5831,Histone H2A type 2-C ,1,tensegrity
5832,Histone H2A type 1-C ,1,tensegrity
5833,Histone H2A.J ,1,tensegrity
5834,Histone H2A type 3 ,1,tensegrity
5835,Peptidyl-prolyl cis-trans isomerase ,1,tensegrity
5836,Peptidyl-prolyl cis-trans isomerase A ,1,tensegrity
5837,Histone H2A type 1-A ,1,tensegrity
5838,Histone H2A type 1-J ,1,tensegrity
5839,Immunoglobulin heavy variable 3-64D ,1,tensegrity
5840,Heterogeneous nuclear ribonucleoprotein C-like 4 ,1,tensegrity
5841,Desmoglein-1 ,1,tensegrity
5842,Lipocalin-1 ,1,tensegrity
5843,Galectin-7 ,1,tensegrity
5844,Putative lipocalin 1-like protein 1 ,1,tensegrity
5845,Proteasome subunit alpha type ,1,tensegrity
5846,Plastin-2 ,1,tensegrity
5847,T-complex protein 1 subunit delta ,1,tensegrity
5848,Elongation factor 1-gamma ,1,tensegrity
5849,HCG2029799 ,1,tensegrity
5850,ATPase family AAA domain-containing protein 2B ,1,tensegrity
5851,Nucleoprotein TPR ,1,tensegrity
5852,Peroxiredoxin-1 ,1,tensegrity
5853,60S ribosomal protein L6 ,1,tensegrity
5854,Heterogeneous nuclear ribonucleoprotein C-like 1 ,1,tensegrity
5855,Heterogeneous nuclear ribonucleoprotein C-like 3 ,1,tensegrity
5856,Probable non-functional immunoglobulin heavy variable 3-16 ,1,tensegrity
5857,Triosephosphate isomerase ,1,tensegrity
5858,60S ribosomal protein L11 ,1,tensegrity
5859,Plakophilin-1 ,1,tensegrity
5860,Sarcosine dehydrogenase  mitochondrial ,1,tensegrity
5861,Proteasome subunit alpha type-6 ,1,tensegrity
5862,60S ribosomal protein L7 ,1,tensegrity
5863,Immunoglobulin heavy variable 3-48 ,0,tensegrity
5864,Apolipoprotein A-IV ,1,tensegrity
5865,Catalase ,1,tensegrity
5866,Peroxiredoxin-2 ,1,tensegrity
5867,Elongation factor 2 ,1,tensegrity
5868,Immunoglobulin heavy variable 5-10-1 ,1,tensegrity
5869,ELAV-like protein 1 ,1,tensegrity
5870,Immunoglobulin heavy variable 3-30-5 ,1,tensegrity
5871,Immunoglobulin heavy variable 3-30 ,1,tensegrity
5872,40S ribosomal protein S21 ,0,tensegrity
5873,40S ribosomal protein S25 ,0,tensegrity
5874,40S ribosomal protein S6 ,0,tensegrity
5875,Alpha-amylase 2B ,0,tensegrity
5876,Aspartate aminotransferase  cytoplasmic ,0,tensegrity
5877,ATP synthase F(0) complex subunit C3  mitochondrial ,0,tensegrity
5878,ATPase family AAA domain-containing protein 2B  ,0,tensegrity
5879,C4b-binding protein beta chain ,0,tensegrity
5880,Calpain-1 catalytic subunit ,0,tensegrity
5881,Coiled-coil domain-containing protein 174 ,0,tensegrity
5882,Cytosolic 5'-nucleotidase 3A ,0,tensegrity
5883,Disco-interacting protein 2 homolog B ,0,tensegrity
5884,DNA repair protein REV1 ,0,tensegrity
5885,Double-stranded RNA-specific editase 1 ,0,tensegrity
5886,Dual specificity protein phosphatase CDC14A ,0,tensegrity
5887,Filamin-C ,0,tensegrity
5888,Glucosylceramide transporter ABCA12 ,0,tensegrity
5889,Heat shock 70kDa protein 9B (Mortalin-2) ,0,tensegrity
5890,Kinesin-like protein KIF21A ,0,tensegrity
5891,MICAL-like protein 1 ,0,tensegrity
5892,Myosin-9 ,0,tensegrity
5893,Nephrocystin-4 ,0,tensegrity
5894,Non-histone chromosomal protein HMG-17 ,0,tensegrity
5895,Partitioning defective 3 homolog ,0,tensegrity
5896,PAX-interacting protein 1 ,0,tensegrity
5897,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein ,0,tensegrity
5898,Protein FAM83G ,0,tensegrity
5899,Protein phosphatase 1 regulatory inhibitor subunit 16B ,0,tensegrity
5900,Serpin B12 ,0,tensegrity
5901,SKI/DACH domain-containing protein 1 ,0,tensegrity
5902,Small ubiquitin-related modifier 2 ,0,tensegrity
5903,Transketolase ,0,tensegrity
5904,Transthyretin ,0,tensegrity
5905,Tryptophan--tRNA ligase  ,0,tensegrity
5906,Tyrosine-protein kinase ABL1 ,0,tensegrity
5907,Tyrosine-protein kinase ABL2 ,0,tensegrity
5908,Zinc finger protein 445 ,0,tensegrity
5909,Zinc finger protein castor homolog 1 ,0,tensegrity
5910,Adapter SH3BGRL ,0,tensegrity
5911,ATP-binding cassette sub-family F member 1 ,0,tensegrity
5912,Clathrin heavy chain 2 ,0,tensegrity
5913,Cohesin subunit SA-3 ,0,tensegrity
5914,Histone H2B type 1-A ,0,tensegrity
5915,Histone H2B type 2-K1 ,0,tensegrity
5916,Midasin ,0,tensegrity
5917,POTE ankyrin domain family member F,0,tensegrity
5918,Phosphate carrier protein  mitochondrial ,0,tensegrity
5919,Polyadenylate-binding protein 1 ,0,tensegrity
5920,Protein Shroom2 ,0,tensegrity
5921,Protein-glutamine gamma-glutamyltransferase K ,0,tensegrity
5922,Putative annexin A2-like protein ,0,tensegrity
5923,Pyruvate kinase PKM ,0,tensegrity
5924,Small proline-rich protein 2G ,0,tensegrity
5925,Small ubiquitin-related modifier 3 ,0,tensegrity
5926,Suprabasin ,0,tensegrity
5927,Syndetin ,0,tensegrity
5928,Tubulin alpha-3D chain ,0,tensegrity
5929,Ubiquitin carboxyl-terminal hydrolase 32 ,0,tensegrity
5930,Vesicle-fusing ATPase ,0,tensegrity
5931,Vimentin ,0,tensegrity
5932,Alpha-fetoprotein ,0,tensegrity
5933,Coagulation factor X ,0,tensegrity
5934,Immunoglobulin lambda variable 9-49 ,0,tensegrity
5935,10 kDa heat shock protein  mitochondrial ,0,tensegrity
5936,Adenosylhomocysteinase ,0,tensegrity
5937,ATP synthase lipid-binding protein ,0,tensegrity
5938,Citrate synthase  mitochondrial ,0,tensegrity
5939,Diphosphoinositol polyphosphate phosphohydrolase 2 ,0,tensegrity
5940,Dynein axonemal heavy chain 1 ,0,tensegrity
5941,GTP-binding nuclear protein Ran ,0,tensegrity
5942,HCG40295 ,0,tensegrity
5943,Heat shock 70 kDa protein 6 ,0,tensegrity
5944,Histone acetyltransferase KAT6B ,0,tensegrity
5945,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial ,0,tensegrity
5946,Isocitrate dehydrogenase [NADP] cytoplasmic ,0,tensegrity
5947,Nebulin ,0,tensegrity
5948,Polyadenylate-binding protein 1-like ,0,tensegrity
5949,Prohibitin ,0,tensegrity
5950,Protein disulfide-isomerase A3 ,0,tensegrity
5951,Protein FAM135A ,0,tensegrity
5952,Ras-related protein Rab-5A ,0,tensegrity
5953,Talin-2 ,0,tensegrity
5954,C1q domain-containing protein,0,tensegrity
5955,Retinol-binding protein ,0,tensegrity
5956,Retinol-binding protein 4 ,0,tensegrity
5957,IgGFc-binding protein ,0,tensegrity
5958,Glial fibrillary acidic protein  ,0,tensegrity
5959,HAUS augmin-like complex subunit 3 ,0,tensegrity
5960,Heat shock 70 kDa protein 1A ,0,tensegrity
5961,Histone H2B type 3-B ,0,tensegrity
5962,Immunoglobulin lambda variable 1-44 ,0,tensegrity
5963,Interleukin-1 receptor accessory protein ,0,tensegrity
5964,Protein S100-A7 ,0,tensegrity
5965,Tumor protein D52 ,0,tensegrity
5966,Zinc finger MYND domain-containing protein 11 ,0,tensegrity
5967,Aspartate aminotransferase  mitochondrial ,0,tensegrity
5968,ATP synthase F(0) complex subunit C1  mitochondrial ,0,tensegrity
5969,ATP synthase F(0) complex subunit C2  mitochondrial ,0,tensegrity
5970,ATP-binding cassette sub-family G member 4 ,0,tensegrity
5971,Chondroitin sulfate synthase 3 ,0,tensegrity
5972,Fibrinogen beta chain ,0,tensegrity
5973,Fructose-bisphosphate aldolase A ,0,tensegrity
5974,Gamma-enolase ,0,tensegrity
5975,Histone H2B type 1-,0,tensegrity
5976,Histone H2B type 1-B ,0,tensegrity
5977,Histone H2B type 2-E ,0,tensegrity
5978,Immunoglobulin heavy variable 2-70D ,0,tensegrity
5979,Immunoglobulin kappa joining 1 ,0,tensegrity
5980,Microtubule-associated serine/threonine-protein kinase 3 ,0,tensegrity
5981,POTE ankyrin domain family member I,0,tensegrity
5982,Protein KIAA0100 ,0,tensegrity
5983,Ras-related protein Rab-5C ,0,tensegrity
5984,S-adenosylmethionine synthase ,0,tensegrity
5985,Serine/arginine-rich splicing factor 3 ,0,tensegrity
5986,Small nuclear ribonucleoprotein Sm D3 ,0,tensegrity
5987,T-complex protein 1 subunit theta ,0,tensegrity
5988,Calmodulin-like protein 5 ,0,tensegrity
5989,Chloride intracellular channel protein 1 ,0,tensegrity
5990,Histone H2B type 1-J ,0,tensegrity
5991,Inactive pancreatic lipase-related protein 1 ,0,tensegrity
5992,Methyl-CpG-binding domain protein 5 ,0,tensegrity
5993,Myelin expression factor 2 ,0,tensegrity
5994,Proline-rich protein 36 ,0,tensegrity
5995,RPL22 ,0,tensegrity
5996,Tubulin beta-4B chain ,0,tensegrity
5997,Ubiquitin-protein ligase E3B ,0,tensegrity
5998,Bridge-like lipid transfer protein family member 2  ,0,tensegrity
5999,Dynein regulatory complex protein 10 ,0,tensegrity
6000,Fructose-bisphosphate aldolase ,0,tensegrity
6001,Glutamine synthetase ,0,tensegrity
6002,Hypoxia-inducible factor 3-alpha ,0,tensegrity
6003,Polyadenylate-binding protein ,0,tensegrity
6004,Pyruvate kinase ,0,tensegrity
6005,Ras-related protein Rab-5B ,0,tensegrity
6006,SLIT-R,0,tensegrity
6007,26S proteasome regulatory subunit 4 ,0,tensegrity
6008,Aconitate hydratase  mitochondrial ,0,tensegrity
6009,Endoplasmic reticulum chaperone BiP ,0,tensegrity
6010,Hemoglobin subunit beta ,0,tensegrity
6011,MAP kinase-activating death domain protein ,0,tensegrity
6012,Myosin light polypeptide 6 ,0,tensegrity
6013,Non-specific serine/threonine protein kinase ,0,tensegrity
6014,Prolactin-inducible protein ,0,tensegrity
6015,Rho family-interacting cell polarization regulator 1 ,0,tensegrity
6016,Ribosome biogenesis protein SPATA5 ,0,tensegrity
6017,Serpin B3 ,0,tensegrity
6018,Tubby protein homolog ,0,tensegrity
6019,Uncharacterized protein KIAA0825 ,0,tensegrity
6020,Zymogen granule protein 16 homolog B ,0,tensegrity
6021,Four and a half LIM domains protein 1  ,0,tensegrity
6022,Immunoglobulin heavy variable 2-70 ,0,tensegrity
6023,Mucin-19 ,0,tensegrity
6024,Perilipin-3 ,0,tensegrity
6025,Proline-serine-threonine phosphatase-interacting protein 2 ,0,tensegrity
6026,Acyl-coenzyme A thioesterase 8 ,0,tensegrity
6027,Cystatin-B ,0,tensegrity
6028,Moesin ,0,tensegrity
6029,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha ,0,tensegrity
6030,Tubby-like protein ,0,tensegrity
6031,Apolipoprotein C-II ,0,tensegrity
6032,Beta-enolase ,0,tensegrity
6033,Citrate synthase  ,0,tensegrity
6034,Ezrin ,0,tensegrity
6035,Nesprin-2 ,0,tensegrity
6036,Protein unc-80 homolog ,0,tensegrity
6037,Protocadherin Fat 4 ,0,tensegrity
6038,Retroviral-like aspartic protease 1 ,0,tensegrity
6039,Tryptophan--tRNA ligase  cytoplasmic ,0,tensegrity
6040,Extracellular matrix protein 1 ,0,tensegrity
6041,EH domain-binding protein 1-like protein 1 ,0,tensegrity
6042,FERM and PDZ domain-containing protein 1 ,0,tensegrity
6043,Sulfhydryl oxidase 1 ,0,tensegrity
6044,Collagen alpha-2(XI) chain ,0,tensegrity
6045,Glycine--tRNA ligase ,0,tensegrity
6046,Protein SON,0,tensegrity
6047,TSC22 domain family protein 2 ,0,tensegrity
6048,Tubulin beta-8 chain ,0,tensegrity
6049,Stress-70 protein  mitochondrial ,0,tensegrity
6050,Dedicator of cytokinesis protein 1 ,0,tensegrity
6051,Immunoglobulin heavy variable 3-73 ,0,tensegrity
6052,Immunoglobulin heavy variable 3-64 ,0,tensegrity
6053,Proline/serine-rich coiled-coil protein 1 ,0,tensegrity
6054,SERPIN domain-containing protein  ,0,tensegrity
6055,Deleted in malignant brain tumors 1 protein ,0,tensegrity
6056,Immunoglobulin lambda variable 1-40 ,0,tensegrity
6057,NCK-interacting protein with SH3 domain ,0,tensegrity
6058,Submaxillary gland androgen-regulated protein 3B ,0,tensegrity
6059,T-complex protein 1 subunit gamma ,0,tensegrity
6060,Clathrin coat assembly protein AP180 ,0,tensegrity
6061,78 kDa glucose-regulated protein ,0,tensegrity
6062,Bleomycin hydrolase ,0,tensegrity
6063,Immunoglobulin kappa variable 3D-15 ,0,tensegrity
6064,Protein S100-A9 ,0,tensegrity
6065,Immunoglobulin kappa variable 1/,0,tensegrity
6066,Ras-related protein Rab-7a ,0,tensegrity
6067,DNA replication licensing factor MCM4 ,0,tensegrity
6068,Fibrinogen alpha chain ,0,tensegrity
6069,Protein S100-A8 ,0,tensegrity
6070,Fermitin family homolog 3 ,0,tensegrity
6071,Fibrinogen gamma chain ,0,tensegrity
6072,26S proteasome regulatory subunit 8 ,0,tensegrity
6073,Propionyl-CoA carboxylase beta chain  mitochondrial ,0,tensegrity
6074,Immunoglobulin kappa variable 6-21 ,0,tensegrity
6075,14-3-3 protein zeta/delta ,0,tensegrity
6076,Immunoglobulin lambda variable 3-19 ,0,tensegrity
6077,POTE ankyrin domain family member E,0,tensegrity
6078,Putative beta-actin-like protein 3 ,0,tensegrity
6079,Protein disulfide-isomerase ,0,tensegrity
6080,Phosphoglycerate kinase 1 ,0,tensegrity
6081,Talin-1 ,0,tensegrity
6082,Tetratricopeptide repeat protein 39A ,0,tensegrity
6083,Complement component C8 gamma chain ,0,tensegrity
6084,Profilin ,0,tensegrity
6085,Profilin-1 ,0,tensegrity
6086,Hemicentin-2 ,0,tensegrity
6087,Eukaryotic initiation factor 4A-I ,0,tensegrity
6088,Glutathione peroxidase 3 ,0,tensegrity
6089,RNA helicase ,0,tensegrity
6090,Glutathione S-transferase ,0,tensegrity
6091,Glutathione S-transferase P ,0,tensegrity
6092,GTP-binding protein SAR1a ,0,tensegrity
6093,Immunoglobulin heavy variable 1-69 ,0,tensegrity
6094,14-3-3 protein sigma ,0,tensegrity
6095,60S ribosomal protein L22 ,0,tensegrity
6096,ATP-binding cassette sub-family B member 5 ,0,tensegrity
6097,Phosphatidylcholine translocator ABCB4 ,0,tensegrity
6098,40S ribosomal protein S8 ,0,tensegrity
6099,GTP-binding protein SAR1b ,0,tensegrity
6100,Heterogeneous nuclear ribonucleoprotein A1 ,0,tensegrity
